id|id_raw|constante|constante_raw|prescription_en_clair|prescription_en_clair_raw|type|type_raw|sources|sources_raw|modifications|modifications_raw|contexte|contexte_raw|objectif|objectif_raw|descriptif|descriptif_raw|genese|genese_raw
150|150|RDV_STRATEGIE_TUER_LE_SERPENT_AVEC_SON_PROPRE_VENIN|RDV_STRATEGIE_TUER_LE_SERPENT_AVEC_SON_PROPRE_VENIN|Tuer le serpent avec son propre venin ( harcèlement évitement couple famille entreprise )|Tuer le serpent avec son propre venin ( harcèlement évitement couple famille entreprise )|Prescription|prescription|nan|nan|CS, TG|CS, TG|"Une personne est dans une dynamique interactionnelle dite de ""harcèlement"". Face à une injonction de quelqu'un qu'elle considère être en position haute, elle ne sait pas comment réguler et choisis soit l'attaque pour se défendre, soit l'évitement pour se défendre. La personne est dans une double contrainte : qu'elle se soumette ou qu'elle ne soumette pas, elle est perdante.Les contextes peuvent être variés couple, famille, entreprise..."|"Une personne est dans une dynamique interactionnelle dite de ""harcèlement"". Face à une injonction de quelqu'un qu'elle considère être en position haute, elle ne sait pas comment réguler et choisis soit l'attaque pour se défendre, soit l'évitement pour se défendre. La personne est dans une double contrainte : qu'elle se soumette ou qu'elle ne soumette pas, elle est perdante.Les contextes peuvent être variés couple, famille, entreprise..."|L'objectif est de changer le cadre de la relation pour sortir de la double contrainte :- vis à vis de la personne se sentant victime : le thème des tentatives de solutions est la fermeture dans la relation soit en adoptant une attitude défensive de retrait, d'évitemement, soit en adoptant une attitude défensive d'attaque.- vis à vis de la personne désignée comme harceleur : la tentative de solution est d'augmenter le contrôle de manière paradoxale, de lui demander de faire plus de la même chose. Il n'est pas rare que la situation change une fois que la personne a accepté de faire la tâche, même si elle ne fait pas. L'acceptation a déjà fait changer son attitude et donc la relation entre les deux.|L'objectif est de changer le cadre de la relation pour sortir de la double contrainte :- vis à vis de la personne se sentant victime : le thème des tentatives de solutions est la fermeture dans la relation soit en adoptant une attitude défensive de retrait, d'évitemement, soit en adoptant une attitude défensive d'attaque.- vis à vis de la personne désignée comme harceleur : la tentative de solution est d'augmenter le contrôle de manière paradoxale, de lui demander de faire plus de la même chose. Il n'est pas rare que la situation change une fois que la personne a accepté de faire la tâche, même si elle ne fait pas. L'acceptation a déjà fait changer son attitude et donc la relation entre les deux.|"Exemple dans le contexte de l'entreprise. Un manageur contrôle le travail d'un collaborateur. Celui-ci subit cette situation. Il met en place une structure d'évitement (cherche à l'éviter physiquement, cache des informations,etc). Ceci renforce le besoin de contrôle du manageur. Plus le manque de confiance du manageur augmente plus le collaborateur va chercher à l'éviter plus et plus il va se sentir harcelé. La stratégie donnée au collaborateur est alors de dire à son manageur : ""merci de venir contrôler ce que je fais. C’est une aide appréciable qui me fait progresser. D’ailleurs je vais venir plus souvent vous voir pour que vous puissiez m’aider encore plus.""Vente de la tâche : suivant la description faite par la personne, sa vision du monde , on peut utiliser l'analogie avec le fait de lui donner une arme : cela peut-être pour apprendre à se défendre si la personne ne sait pas comment réagir : voulez-vous une stratégie pour apprendre à vous défendre différemment ? ou une arme en complément des autres qui n'ont pas fonctionné : Voulez-vous une stratégie pour attaquer différemment ? Ce que vous avez utilisé comme arme conventionnelle ne marche pas, voulez-vous une arme de dissuasion ?L'analogie de l'arme est la tactique pour vendre la tâche."|"Exemple dans le contexte de l'entreprise. Un manageur contrôle le travail d'un collaborateur. Celui-ci subit cette situation. Il met en place une structure d'évitement (cherche à l'éviter physiquement, cache des informations,etc). Ceci renforce le besoin de contrôle du manageur. Plus le manque de confiance du manageur augmente plus le collaborateur va chercher à l'éviter plus et plus il va se sentir harcelé. La stratégie donnée au collaborateur est alors de dire à son manageur : ""merci de venir contrôler ce que je fais. C’est une aide appréciable qui me fait progresser. D’ailleurs je vais venir plus souvent vous voir pour que vous puissiez m’aider encore plus.""Vente de la tâche : suivant la description faite par la personne, sa vision du monde , on peut utiliser l'analogie avec le fait de lui donner une arme : cela peut-être pour apprendre à se défendre si la personne ne sait pas comment réagir : voulez-vous une stratégie pour apprendre à vous défendre différemment ? ou une arme en complément des autres qui n'ont pas fonctionné : Voulez-vous une stratégie pour attaquer différemment ? Ce que vous avez utilisé comme arme conventionnelle ne marche pas, voulez-vous une arme de dissuasion ?L'analogie de l'arme est la tactique pour vendre la tâche."|nan|nan
151|151|RDV_STRATEGIE_UN_JOUR_SUR_DEUX|RDV_STRATEGIE_UN_JOUR_SUR_DEUX|Un jour sur deux|Un jour sur deux|Prescription|prescription|nan|nan|nan|nan|Pour des gens qui alternent et qui ne font aucun pas décisif|Pour des gens qui alternent et qui ne font aucun pas décisif|nan|nan|Vous allez agir comme si un jour sur deux Par ex : le lundi vous vous dites que vous quittez votre travail et le mardi que vous restez Ils doivent dans chaque situation aller un peu plus loin dans l'engagement dans la direction choisie|Vous allez agir comme si un jour sur deux Par ex : le lundi vous vous dites que vous quittez votre travail et le mardi que vous restez Ils doivent dans chaque situation aller un peu plus loin dans l'engagement dans la direction choisie|Tâche d'Irène Bouaziz|Tâche d'Irène Bouaziz
153|153|RDV_STRATEGIE_UN_PETIT_NON|RDV_STRATEGIE_UN_PETIT_NON|Un petit NON par jour ( entreprise communication )|Un petit NON par jour ( entreprise communication )|Prescription|prescription|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan
155|155|RDV_STRATEGIE_UNE_TRANSGRESSION_PAR_JOUR|RDV_STRATEGIE_UNE_TRANSGRESSION_PAR_JOUR|Une transgression par jour ( anorexie )|Une transgression par jour ( anorexie )|Prescription|prescription|"GGN ""Manger beaucoup ..."" p 103"|"GGN ""Manger beaucoup ..."" p 103"|nan|nan|anorexie La thérapie a déjà avancé. La relation a l'alimentation reste problèmatique.|anorexie La thérapie a déjà avancé. La relation a l'alimentation reste problèmatique.|La personne est en recherche de la perfection et de contrôle absolu, d'où un comportement rigide, sans aucune transgression.Dans ce cas, on introduit un petit désiquilibre qui maintient l'équilibre.|La personne est en recherche de la perfection et de contrôle absolu, d'où un comportement rigide, sans aucune transgression.Dans ce cas, on introduit un petit désiquilibre qui maintient l'équilibre.|Derrière chaque limite, se cache une transgression. Plus vos limites seront rigides, plus vous serez tenté de les trasgresser. Si, au lieu de cela, vous construisez un équilibre qui autorise le déséquilibre, vous n'éprouverez plus le beoin de transgression, puisque ce petit déséquilibre vous mettra à l'abri d'un déséquilibre bien plus grand, et vous maintiendra ainsi dans un état d'équilibre et de constante évolution. En vous accordant un petit morceau de chocolat, une petite transgression, vous ne ressentirez plus le besoin, à d'autres moments, de transgressions démesurées. Chacun doit s'accorder quelaue chose. Si vous l'autorisez, vous pouvez vous en passer; si vous ne l'autorisez pas, cela devient irrésistible|Derrière chaque limite, se cache une transgression. Plus vos limites seront rigides, plus vous serez tenté de les trasgresser. Si, au lieu de cela, vous construisez un équilibre qui autorise le déséquilibre, vous n'éprouverez plus le beoin de transgression, puisque ce petit déséquilibre vous mettra à l'abri d'un déséquilibre bien plus grand, et vous maintiendra ainsi dans un état d'équilibre et de constante évolution. En vous accordant un petit morceau de chocolat, une petite transgression, vous ne ressentirez plus le besoin, à d'autres moments, de transgressions démesurées. Chacun doit s'accorder quelaue chose. Si vous l'autorisez, vous pouvez vous en passer; si vous ne l'autorisez pas, cela devient irrésistible|nan|nan
157|157|RDV_STRATEGIE_UTILITE_DU_SYMPTOME|RDV_STRATEGIE_UTILITE_DU_SYMPTOME|Utilité du symptôme|Utilité du symptôme|Prescription|prescription|voir G.N. dans Phobie etc|voir G.N. dans Phobie etc|nan|nan|attaque de panique, peur, agoraphobie|attaque de panique, peur, agoraphobie|Montrer une acceptation des craintes de patients.Recadrage du sens donné à la peur. Redéfinition du symptôme. Réoriente les pensées du sujet vers une perspective nouvelle et surprenante de l'analyse du problème.|Montrer une acceptation des craintes de patients.Recadrage du sens donné à la peur. Redéfinition du symptôme. Réoriente les pensées du sujet vers une perspective nouvelle et surprenante de l'analyse du problème.|Dans la nature, comme vous le savez, si quelque chose existe ou persiste dans le temps dans le cadre d'un système complexe, cela signifie nécessairememt que cette chose-là a une fonction très importante au sein de ce système. S'il n'en était pas ainsi, cette chose-là tendrait à disparaître. Dans le cas présent, je me demande ce que pourrait être l fonction ou le rôle positif exercé par votre trouble dans le système naturelle et complexe que constitue votre organisme ?Le thérapeute suggère que le patient y pense pendant la semaine suivante.|Dans la nature, comme vous le savez, si quelque chose existe ou persiste dans le temps dans le cadre d'un système complexe, cela signifie nécessairememt que cette chose-là a une fonction très importante au sein de ce système. S'il n'en était pas ainsi, cette chose-là tendrait à disparaître. Dans le cas présent, je me demande ce que pourrait être l fonction ou le rôle positif exercé par votre trouble dans le système naturelle et complexe que constitue votre organisme ?Le thérapeute suggère que le patient y pense pendant la semaine suivante.|nan|nan
158|158|RDV_STRATEGIE_VIES_PARALLELES|RDV_STRATEGIE_VIES_PARALLELES|Vies parallèles ( peur d'un changement pour les conséquences )|Vies parallèles ( peur d'un changement pour les conséquences )|Prescription|prescription|nan|nan|nan|nan|Quand une personne a peur d'un changement à cause des conséquences|Quand une personne a peur d'un changement à cause des conséquences|nan|nan|Consiste à lui demander de raconter le déroulé de la vie sans avoir changé et le déroulé de sa vie en ayant changé - comme si c'était une vie parallèle|Consiste à lui demander de raconter le déroulé de la vie sans avoir changé et le déroulé de sa vie en ayant changé - comme si c'était une vie parallèle|Tâche de JJ Wittezaele|Tâche de JJ Wittezaele
237|237|25/55|25/55|25/55|25/55|Prescription|prescription|Alliance thérapeutique et thérapies brèves (Isebaert, Cabié et Dellucci, 1997)|Alliance thérapeutique et thérapies brèves (Isebaert, Cabié et Dellucci, 1997)|import GV du 22 avr 2024|import GV du 22 avr 2024|Ruminations, obsessions, doute, dépression, stress|Ruminations, obsessions, doute, dépression, stress|Stopper les pensées intrusives|Stopper les pensées intrusives|Chaque fois que vous vous surprenez à avoir des pensées non souhaitées, des pensées négatives, des ruminations, vous regardez votre montre. SI l’aiguille des minutes se trouve entre 25 et 30 ou entre 55 et 60 : vous pouvez continuer à laisser ses pensées non souhaitées occuper votre cerveau jusqu’à la demie-heure (30) ou l’heure pile (00). Si l’aiguille des minutes se trouve avant 25 ou avant 55 : vous donnez rendez-vous aux pensées non souhaitées à 25 ou 55 selon l’heure de départ. NB: Vous pouvez bien entendu ne pas honorer ce rendez-vous, si jamais, à l’heure dite, vous n’avez pas envie de ruminer.|Chaque fois que vous vous surprenez à avoir des pensées non souhaitées, des pensées négatives, des ruminations, vous regardez votre montre. SI l’aiguille des minutes se trouve entre 25 et 30 ou entre 55 et 60 : vous pouvez continuer à laisser ses pensées non souhaitées occuper votre cerveau jusqu’à la demie-heure (30) ou l’heure pile (00). Si l’aiguille des minutes se trouve avant 25 ou avant 55 : vous donnez rendez-vous aux pensées non souhaitées à 25 ou 55 selon l’heure de départ. NB: Vous pouvez bien entendu ne pas honorer ce rendez-vous, si jamais, à l’heure dite, vous n’avez pas envie de ruminer.|nan|nan
229|229|RDV_STRATEGIE_54321|RDV_STRATEGIE_54321|5-4-3-2-1|5-4-3-2-1|Prescription|prescription|Alliance thérapeutique et thérapie brève (Isebaert, Cabié et Delucci, 1997)|Alliance thérapeutique et thérapie brève (Isebaert, Cabié et Delucci, 1997)|nan|nan|Anxiété, insomnie, peurs, angoisses, émotions|Anxiété, insomnie, peurs, angoisses, émotions|Créer une connexion au corps et à l'environnement pour bloquer les ruminations et pensées effrayantes ou de peur.|Créer une connexion au corps et à l'environnement pour bloquer les ruminations et pensées effrayantes ou de peur.|Cette technique vient de Betty, la femme de Milton Erickson, et elle a été diffusée par Yvonne Dolan. Elle est si efficace que beaucoup de patients l'utilisent à long terme.L'intervenante demande au patient de regarder attentivement et successivement cinq objets, et de les décrire. Puis il est invité à nommer cinq sons qu'il entend, puis à observer attentivement et à nommer cinq sensations corporelles. Ensuite, il observe quatre objets et les décrit, il peut choisir les mêmes objets ou d'autres, puis quatre sons, puis quatre sensations corporelles. Ensuite trois objets, trois sons, trois sensations. Deux objets, deux sons, deux sensations, et finalement un objet, un son, une sensation.Il est important qu'il prenne le temps de porter sa pleine attention sur chaque perception visuelle, auditive et proprio-ceptive.La méthode a le grand avantage d'être utilisable partout et en toutes circonstances : il y a toujours quelque chose à voir, à entendre, à ressentir.Le 54321 peut être utilisé comme une méthode de relaxation : le client est invité à se mettre dans une position confortable, assise ou couchée pour faire l'exercice.Quelques adaptations sont nécessaires si l'on veut utiliser 54321 pour s'endormir (Insomnie).Le patient peut se représenter, les yeux fermés, des objets dans la chambre à coucher (« un : là il y a mes chaussures..., deux : la chaise avec mes habits dessus... ») ou bien, en pensée, aller dans un endroit agréable pour y contempler différents objets.Si tout va bien, il n'y a pas beaucoup de sons dans une chambre à coucher. Sa propre respiration, peut-être celle d'un compagnon ou d'une compagne, ou un réveil, et c'est tout. On peut produire de petits sons, en avalant sa salive, ou bien en bougeant légèrement la tête sur l'oreiller, etc. Ou on peut simplement écouter sa propre respiration, puis l'écouter encore une fois, et encore (« un : j'expire tranquillement..., deux : je ré-expire tranquillement... »).Par contre, les sensations proprioceptives ne manquent pas.Il n'existe probablement pas de meilleure méthode pour, lors de réveils nocturnes, chasser des pensées obsédantes et se rendormir, ou pour déconnecter pendant la journée et faire une petite sieste revigorante.- 54321 plusCette adaptation a été inventée par Yvonne Dolan. Elle est utile pour les patients traumatisés, anxieux et dépressifs. Ici, le patient fait la navette entre la représentation d'un lieu agréable, calme et sécurisant (avec les yeux fermés), et les perceptions dans l'iri-et-maintenant (avec les yeux ouverts). Il peut nommer les cinq (quatre, trois, etc.) objets, sons et sensations les uns après les autres dans le lieu sûr, puis les cinq (quatre, trois...) ici et maintenant (un : je vois la table dans le lieu sûr, deux : le tapis dans le lieu sûr, trois : le vase avec les belles fleurs par là, etc.). Ou il peut passer de l'un à l'autre (un : je vois la table dans le lieu sûr, et un : le stylo bleu ici, deux : le tapis dans le lieu sûr, et deux : le tapis ici, etc.).- 54321 avec joie, acceptation ou gratitudeUne version particulièrement intéressante est le 54321 avec joie, acceptation ou gratitude. Ici le patient observe les objets, les sons et les sensations et se dit à lui-même : j'accepte ceci, je suis content pour cela, je suis reconnaissant pour telle chose, selon le cas.Un : Je vois le tapis. Je suis content parce qu'il a de belles couleurs. Deux : Je vois mon chat qui dort dans son panier. Je suis heureux qu'il dorme si bien, je l'aime bien. Trois : Je vois deux livres posés par terre devant le fauteuil. Je n'aime pas ça, mais pour le moment je l'accepte. Quatre : je vois ma tasse de café. C'est ma femme qui l'a fait, je lui en suis reconnaissant, etc.Cette variante est à l'occasion étonnamment utile chez des patients perfectionnistes, chez ceux qui exigent trop d'eux- mêmes, ceux qui se font beaucoup d'autocritiques, chez ceux qui sont toujours de mauvaise humeur ou qui broient du noir, comme chez des patients ayant des douleurs chroniques. La méthode fonctionne comme un « yes-set » : la reconnaissance pour des choses simples, l'acceptation de petits désagréments, rendent plus facile l'acceptation de difficultés qui en ce moment ne peuvent pas être changées.DESCRIPTIF DU 5-4-3-2-1 C'est un exercice d’auto-hypnose (à faire une première fois avec le professionnel qui guide): - Le 5: Installez-vous dans un endroit où vous vous sentez en sécurité, dans la position qui vous convient le mieux (ayant travaillé une expérience sécure en lien avec des personnes chères) Les yeux ouverts : Observez 5 choses que vos yeux voient, en détail (taille, forme, couleur), comme si vous les voyiez pour la 1ère fois (ou imaginez 5 objets, par exemple si la personne utilise cette tâche s'endormir Les yeux fermés : Écoutez 5 sons que vos oreilles entendent, un par un, attentivement, lentement Les yeux fermés : Observez 5 sensations que vous pouvez ressentir (le siège sur lequel vous êtes assis, sentez les vêtements posés sur votre corps) - Le 4: Les yeux à nouveau ouverts : Observez 4 choses (les mêmes ou d’autres) que vos yeux voient, en détail Les yeux fermés : Écoutez 4 sons que vos oreilles entendent, un par un, attentivement, lentement Les yeux fermés : Explorez 4 ressentis corporels, l’un après l’autre, dont la respiration - Le 3: Les yeux à nouveau ouverts : Observez 3 choses (les mêmes ou d’autres) que vos yeux voient Les yeux fermés : Écoutez 3 sons que vos oreilles entendent, un par un, attentivement, lentement Les yeux fermés : Explorez 3 ressentis corporels, l’un après l’autre, dont la respiration etc - le 2)….. le 1)…….. Notez la date, l’heure, la durée de l’exercice et toute différence éventuelle .|Cette technique vient de Betty, la femme de Milton Erickson, et elle a été diffusée par Yvonne Dolan. Elle est si efficace que beaucoup de patients l'utilisent à long terme.L'intervenante demande au patient de regarder attentivement et successivement cinq objets, et de les décrire. Puis il est invité à nommer cinq sons qu'il entend, puis à observer attentivement et à nommer cinq sensations corporelles. Ensuite, il observe quatre objets et les décrit, il peut choisir les mêmes objets ou d'autres, puis quatre sons, puis quatre sensations corporelles. Ensuite trois objets, trois sons, trois sensations. Deux objets, deux sons, deux sensations, et finalement un objet, un son, une sensation.Il est important qu'il prenne le temps de porter sa pleine attention sur chaque perception visuelle, auditive et proprio-ceptive.La méthode a le grand avantage d'être utilisable partout et en toutes circonstances : il y a toujours quelque chose à voir, à entendre, à ressentir.Le 54321 peut être utilisé comme une méthode de relaxation : le client est invité à se mettre dans une position confortable, assise ou couchée pour faire l'exercice.Quelques adaptations sont nécessaires si l'on veut utiliser 54321 pour s'endormir (Insomnie).Le patient peut se représenter, les yeux fermés, des objets dans la chambre à coucher (« un : là il y a mes chaussures..., deux : la chaise avec mes habits dessus... ») ou bien, en pensée, aller dans un endroit agréable pour y contempler différents objets.Si tout va bien, il n'y a pas beaucoup de sons dans une chambre à coucher. Sa propre respiration, peut-être celle d'un compagnon ou d'une compagne, ou un réveil, et c'est tout. On peut produire de petits sons, en avalant sa salive, ou bien en bougeant légèrement la tête sur l'oreiller, etc. Ou on peut simplement écouter sa propre respiration, puis l'écouter encore une fois, et encore (« un : j'expire tranquillement..., deux : je ré-expire tranquillement... »).Par contre, les sensations proprioceptives ne manquent pas.Il n'existe probablement pas de meilleure méthode pour, lors de réveils nocturnes, chasser des pensées obsédantes et se rendormir, ou pour déconnecter pendant la journée et faire une petite sieste revigorante.- 54321 plusCette adaptation a été inventée par Yvonne Dolan. Elle est utile pour les patients traumatisés, anxieux et dépressifs. Ici, le patient fait la navette entre la représentation d'un lieu agréable, calme et sécurisant (avec les yeux fermés), et les perceptions dans l'iri-et-maintenant (avec les yeux ouverts). Il peut nommer les cinq (quatre, trois, etc.) objets, sons et sensations les uns après les autres dans le lieu sûr, puis les cinq (quatre, trois...) ici et maintenant (un : je vois la table dans le lieu sûr, deux : le tapis dans le lieu sûr, trois : le vase avec les belles fleurs par là, etc.). Ou il peut passer de l'un à l'autre (un : je vois la table dans le lieu sûr, et un : le stylo bleu ici, deux : le tapis dans le lieu sûr, et deux : le tapis ici, etc.).- 54321 avec joie, acceptation ou gratitudeUne version particulièrement intéressante est le 54321 avec joie, acceptation ou gratitude. Ici le patient observe les objets, les sons et les sensations et se dit à lui-même : j'accepte ceci, je suis content pour cela, je suis reconnaissant pour telle chose, selon le cas.Un : Je vois le tapis. Je suis content parce qu'il a de belles couleurs. Deux : Je vois mon chat qui dort dans son panier. Je suis heureux qu'il dorme si bien, je l'aime bien. Trois : Je vois deux livres posés par terre devant le fauteuil. Je n'aime pas ça, mais pour le moment je l'accepte. Quatre : je vois ma tasse de café. C'est ma femme qui l'a fait, je lui en suis reconnaissant, etc.Cette variante est à l'occasion étonnamment utile chez des patients perfectionnistes, chez ceux qui exigent trop d'eux- mêmes, ceux qui se font beaucoup d'autocritiques, chez ceux qui sont toujours de mauvaise humeur ou qui broient du noir, comme chez des patients ayant des douleurs chroniques. La méthode fonctionne comme un « yes-set » : la reconnaissance pour des choses simples, l'acceptation de petits désagréments, rendent plus facile l'acceptation de difficultés qui en ce moment ne peuvent pas être changées.DESCRIPTIF DU 5-4-3-2-1 C'est un exercice d’auto-hypnose (à faire une première fois avec le professionnel qui guide): - Le 5: Installez-vous dans un endroit où vous vous sentez en sécurité, dans la position qui vous convient le mieux (ayant travaillé une expérience sécure en lien avec des personnes chères) Les yeux ouverts : Observez 5 choses que vos yeux voient, en détail (taille, forme, couleur), comme si vous les voyiez pour la 1ère fois (ou imaginez 5 objets, par exemple si la personne utilise cette tâche s'endormir Les yeux fermés : Écoutez 5 sons que vos oreilles entendent, un par un, attentivement, lentement Les yeux fermés : Observez 5 sensations que vous pouvez ressentir (le siège sur lequel vous êtes assis, sentez les vêtements posés sur votre corps) - Le 4: Les yeux à nouveau ouverts : Observez 4 choses (les mêmes ou d’autres) que vos yeux voient, en détail Les yeux fermés : Écoutez 4 sons que vos oreilles entendent, un par un, attentivement, lentement Les yeux fermés : Explorez 4 ressentis corporels, l’un après l’autre, dont la respiration - Le 3: Les yeux à nouveau ouverts : Observez 3 choses (les mêmes ou d’autres) que vos yeux voient Les yeux fermés : Écoutez 3 sons que vos oreilles entendent, un par un, attentivement, lentement Les yeux fermés : Explorez 3 ressentis corporels, l’un après l’autre, dont la respiration etc - le 2)….. le 1)…….. Notez la date, l’heure, la durée de l’exercice et toute différence éventuelle .|nan|nan
180|180|INTERVENTION_A_LA_PLAGE|INTERVENTION_A_LA_PLAGE|A la plage. La lutte contre la mer.|A la plage. La lutte contre la mer.|Recadrage|recadrage|nan|nan|nan|nan|Pour les combats perdus d'avance|Pour les combats perdus d'avance|Lâcher prise|Lâcher prise|Les enfants à la plage font des concours de château de sable avec pour objectif d'empêcher la mer de monter. Est-ce qu'à votre avis ça va empêcher la mer de monter ?|Les enfants à la plage font des concours de château de sable avec pour objectif d'empêcher la mer de monter. Est-ce qu'à votre avis ça va empêcher la mer de monter ?|nan|nan
270|270|Accueillir / accepter / se connecter à l'émotion - Si un jour la peur frappe à votre porte, vous verrez que derrière il n’y a personne ( peur colère honte tristesse plaisir honte culpabilité évitement troubles émotionnels paranoïa )|Accueillir / accepter / se connecter à l'émotion - Si un jour la peur frappe à votre porte, vous verrez que derrière il n’y a personne ( peur colère honte tristesse plaisir honte culpabilité évitement troubles émotionnels paranoïa )|Accueillir / accepter / se connecter à l'émotion - Si un jour la peur frappe à votre porte, vous verrez que derrière il n’y a personne ( peur colère honte tristesse plaisir honte culpabilité évitement troubles émotionnels paranoïa )|Accueillir / accepter / se connecter à l'émotion - Si un jour la peur frappe à votre porte, vous verrez que derrière il n’y a personne ( peur colère honte tristesse plaisir honte culpabilité évitement troubles émotionnels paranoïa )|Prescription|prescription|"Inspirée de la prescription ""Comment interrompre la peur d'avoir peur"" qui se retrouve dans le livre ""Peur, panique, phobies. Un modèle de stratégie brève pour une résolution rapide des problèmes."" de Giorgio NARDONE"|"Inspirée de la prescription ""Comment interrompre la peur d'avoir peur"" qui se retrouve dans le livre ""Peur, panique, phobies. Un modèle de stratégie brève pour une résolution rapide des problèmes."" de Giorgio NARDONE"|import GV du 22 avr 2024|import GV du 22 avr 2024|Phobies, peur, colère, tristesse, honte, paranoïa, culpabilité, problèmes relationnels, enfants, couple, panique, anxiété, manque de confiance en soi|Phobies, peur, colère, tristesse, honte, paranoïa, culpabilité, problèmes relationnels, enfants, couple, panique, anxiété, manque de confiance en soi|Éviter l'évitement émotionnel. L'idée ici consiste à donner au patient un outil lui permettant d'expérimenter une façon de se connecter à ses émotions et à ses sensations.|Éviter l'évitement émotionnel. L'idée ici consiste à donner au patient un outil lui permettant d'expérimenter une façon de se connecter à ses émotions et à ses sensations.|"A utiliser pour les personnes qui évitent de vivre leurs émotions par peur d'en être débordées. ""Vous prenez un temps d'au moins 2 minutes, vous pouvez utiliser votre réveil, vous vous mettez dans un espace confortable (secure), une pièce où vous pouvez vous sentir en sécurité, un espace que vous appréciez, vous pouvez utiliser votre réveil ou un minuteur, vous fermez les yeux, vous resssentez vos mains posées par exemple sur la table ou sur vos genous, vous vous installez confortablement, et vous laissez venir à vous toutes les émotions retenues jusqu'alors. Vous ressentez la tension, l'émotion vous accueillez la sensation comme elle vient. Vous faites même venir à vous, consciemment et délibérément, toutes les émotions qui doivent venir. Qu'il s'agisse d'une colère noire, d'une peur abyssale ou d'une joie débordante. Comme le petit prince avec le renard, vous découvrez comment apprivoiser vos émotions et vos sensations. Si vous avez envie de pleurer, vous pleurez. Si vous avez envie de crier, vous criez. Si vous avez envie de vous rouler par terre, roulez-vous par terre. Lorsque le réveil sonne, vous l'éteignez et c'est fini. Vous allez vous laver la figure et vous reprenez vos activités quotidiennes. Vous observerez ensuite dans quelle mesure vous avez pu ou pas reprendre une activité de façon plus sereine. Vous pourrez m'indiquer pour la prochaine fois le fruit de vos observations."" EN FONCTION DU RÉSULTAT l'intervenant peut proposer d'augmenter la durée minimum de l'exercice à 5 minutes ou 15 minutes."|"A utiliser pour les personnes qui évitent de vivre leurs émotions par peur d'en être débordées. ""Vous prenez un temps d'au moins 2 minutes, vous pouvez utiliser votre réveil, vous vous mettez dans un espace confortable (secure), une pièce où vous pouvez vous sentir en sécurité, un espace que vous appréciez, vous pouvez utiliser votre réveil ou un minuteur, vous fermez les yeux, vous resssentez vos mains posées par exemple sur la table ou sur vos genous, vous vous installez confortablement, et vous laissez venir à vous toutes les émotions retenues jusqu'alors. Vous ressentez la tension, l'émotion vous accueillez la sensation comme elle vient. Vous faites même venir à vous, consciemment et délibérément, toutes les émotions qui doivent venir. Qu'il s'agisse d'une colère noire, d'une peur abyssale ou d'une joie débordante. Comme le petit prince avec le renard, vous découvrez comment apprivoiser vos émotions et vos sensations. Si vous avez envie de pleurer, vous pleurez. Si vous avez envie de crier, vous criez. Si vous avez envie de vous rouler par terre, roulez-vous par terre. Lorsque le réveil sonne, vous l'éteignez et c'est fini. Vous allez vous laver la figure et vous reprenez vos activités quotidiennes. Vous observerez ensuite dans quelle mesure vous avez pu ou pas reprendre une activité de façon plus sereine. Vous pourrez m'indiquer pour la prochaine fois le fruit de vos observations."" EN FONCTION DU RÉSULTAT l'intervenant peut proposer d'augmenter la durée minimum de l'exercice à 5 minutes ou 15 minutes."|nan|nan
